,Actual,Predicted,difference
0,0.0,97.04681,97.04680633544922
1,75.99999999999999,76.26718,0.2671813964843892
2,67.99999999999999,73.30387,5.3038711547851705
3,75.99999999999999,77.60382,1.6038208007812642
4,75.99999999999999,73.35899,2.6410064697265483
5,75.99999999999999,78.27227,2.272270202636733
6,58.0,87.323814,29.323814392089844
7,67.99999999999999,74.92866,6.9286575317382955
8,75.99999999999999,30.953327,45.04667282104491
9,75.99999999999999,30.953327,45.04667282104491
10,86.00000000000001,91.80606,5.806060791015611
11,43.00000000000001,90.48363,47.48362731933593
12,86.00000000000001,91.80606,5.806060791015611
13,63.000000000000014,88.09561,25.09561157226561
14,86.00000000000001,101.59989,15.599891662597642
15,63.000000000000014,83.49097,20.490966796874986
16,63.000000000000014,96.81068,33.81067657470702
17,86.00000000000001,91.80606,5.806060791015611
18,86.00000000000001,91.80606,5.806060791015611
19,63.000000000000014,96.81068,33.81067657470702
20,86.00000000000001,101.59989,15.599891662597642
21,63.000000000000014,67.49736,4.497360229492173
22,86.00000000000001,91.80606,5.806060791015611
23,86.00000000000001,91.80606,5.806060791015611
24,75.99999999999999,78.01929,2.019287109375014
25,59.99999999999999,130.7496,70.74960327148438
26,67.99999999999999,67.003685,0.996315002441392
27,67.99999999999999,74.65122,6.6512222290039205
28,75.99999999999999,77.73003,1.7300262451172017
29,59.99999999999999,68.63672,8.636718750000007
30,55.00000000000001,130.46248,75.46247863769531
31,52.0,86.45272,34.452720642089844
32,48.99999999999999,85.33079,36.33078765869141
33,75.99999999999999,87.13792,11.13791656494142
34,67.99999999999999,79.998146,11.99814605712892
35,67.99999999999999,77.79678,9.79678344726564
36,92.99999999999999,126.36013,33.36013031005861
37,75.99999999999999,87.2341,11.23410034179689
38,75.99999999999999,90.3406,14.340599060058608
39,75.99999999999999,32.454895,43.545104980468736
40,75.99999999999999,87.16536,11.165359497070327
41,67.99999999999999,91.11788,23.117881774902358
42,67.99999999999999,78.71095,10.710952758789077
43,81.0,105.08555,24.085548400878906
44,75.99999999999999,87.17339,11.173393249511733
45,75.99999999999999,95.16387,19.163871765136733
46,75.99999999999999,94.955,18.9550018310547
47,36.99999999999999,60.792095,23.79209518432618
48,75.99999999999999,91.79354,15.793540954589858
49,89.99999999999999,105.08555,15.08554840087892
50,44.99999999999999,108.86785,63.867851257324226
51,44.99999999999999,122.52429,77.5242919921875
52,75.99999999999999,90.9083,14.90830230712892
53,62.0,107.84046,45.84046173095703
54,48.0,128.92685,80.92684936523438
55,48.0,128.92685,80.92684936523438
56,48.0,92.64165,44.64164733886719
57,62.0,80.244064,18.244064331054688
58,75.99999999999999,83.14138,7.141380310058608
59,66.99999999999999,87.83991,20.839912414550795
60,75.99999999999999,88.05207,12.052070617675795
61,75.99999999999999,99.11347,23.113471984863295
62,75.99999999999999,91.17174,15.171737670898452
63,67.99999999999999,96.970245,28.97024536132814
64,67.99999999999999,138.20233,70.20233154296876
65,99.99999999999999,111.20098,11.200981140136733
66,75.99999999999999,87.26365,11.26364898681642
67,58.0,97.2358,39.235801696777344
68,63.000000000000014,73.51457,10.514572143554673
69,67.99999999999999,92.1545,24.154502868652358
70,75.99999999999999,99.596245,23.596244812011733
71,67.99999999999999,78.73234,10.73233795166017
72,105.99999999999999,104.637,1.3629989624023295
73,58.0,92.09176,34.091758728027344
74,58.0,92.09176,34.091758728027344
75,51.00000000000001,130.96492,79.96492004394531
76,74.99999999999999,94.28665,19.28665161132814
77,51.00000000000001,130.96492,79.96492004394531
78,104.0,101.99561,2.0043869018554688
79,75.99999999999999,86.7557,10.755699157714858
80,94.00000000000001,111.458855,17.458854675292955
81,94.00000000000001,111.458855,17.458854675292955
82,75.99999999999999,94.09581,18.09580993652345
83,75.99999999999999,85.32271,9.322708129882827
84,94.00000000000001,111.458855,17.458854675292955
85,94.00000000000001,115.10572,21.105720520019517
86,138.0,129.8373,8.162704467773438
87,55.00000000000001,99.42633,44.42633056640624
88,94.00000000000001,111.458855,17.458854675292955
89,94.00000000000001,111.458855,17.458854675292955
90,72.0,115.13051,43.13050842285156
91,94.00000000000001,115.10572,21.105720520019517
92,94.00000000000001,115.10572,21.105720520019517
93,94.00000000000001,111.458855,17.458854675292955
94,94.00000000000001,115.10572,21.105720520019517
95,72.0,115.13051,43.13050842285156
96,94.00000000000001,111.458855,17.458854675292955
97,94.00000000000001,115.10572,21.105720520019517
98,94.00000000000001,115.10572,21.105720520019517
99,94.00000000000001,111.458855,17.458854675292955
100,94.00000000000001,115.10572,21.105720520019517
101,55.00000000000001,99.42633,44.42633056640624
102,72.0,115.13051,43.13050842285156
103,58.0,98.674736,40.67473602294922
104,94.00000000000001,111.458855,17.458854675292955
105,94.00000000000001,111.458855,17.458854675292955
106,94.00000000000001,111.458855,17.458854675292955
107,94.00000000000001,111.458855,17.458854675292955
108,94.00000000000001,115.10572,21.105720520019517
109,75.99999999999999,85.32271,9.322708129882827
110,94.00000000000001,111.458855,17.458854675292955
111,94.00000000000001,115.10572,21.105720520019517
112,138.0,129.8373,8.162704467773438
113,94.00000000000001,111.458855,17.458854675292955
114,94.00000000000001,115.10572,21.105720520019517
115,94.00000000000001,115.10572,21.105720520019517
116,75.99999999999999,102.51202,26.512016296386733
117,75.99999999999999,104.9032,28.903198242187514
118,63.000000000000014,86.509,23.50900268554686
119,75.99999999999999,69.30721,6.692787170410142
120,75.99999999999999,97.13661,21.136611938476577
121,90.99999999999999,69.30721,21.692787170410142
122,75.99999999999999,69.30721,6.692787170410142
123,90.99999999999999,84.1065,6.893501281738267
124,75.99999999999999,97.13661,21.136611938476577
125,90.99999999999999,69.30721,21.692787170410142
126,75.99999999999999,92.59298,16.592979431152358
127,66.99999999999999,63.848675,3.151325225830064
128,75.99999999999999,38.695587,37.30441284179686
129,75.99999999999999,100.36797,24.367973327636733
130,75.99999999999999,92.668,16.66799926757814
131,75.99999999999999,98.02374,22.023742675781264
132,75.99999999999999,94.66806,18.66806030273439
133,55.00000000000001,101.10585,46.105850219726555
134,0.0,157.15317,157.15316772460938
135,84.99999999999999,102.00358,17.00357818603517
136,89.0,82.137566,6.862434387207031
137,89.0,117.89692,28.89691925048828
138,75.99999999999999,95.375,19.375000000000014
139,0.0,213.85655,213.85655212402344
140,67.99999999999999,99.8419,31.84190368652345
141,67.99999999999999,92.417915,24.417915344238295
142,75.99999999999999,96.36475,20.364753723144545
143,75.99999999999999,97.19926,21.19925689697267
144,75.99999999999999,101.90076,25.900756835937514
145,84.99999999999999,42.951565,42.048435211181626
146,75.99999999999999,104.61064,28.6106414794922
147,75.99999999999999,102.53127,26.531272888183608
148,52.0,91.42537,39.42536926269531
149,56.99999999999999,79.86553,22.865531921386726
150,56.99999999999999,79.86553,22.865531921386726
151,107.99999999999999,92.68524,15.314758300781236
152,74.99999999999999,85.99814,10.99813842773439
153,74.99999999999999,85.99814,10.99813842773439
154,74.99999999999999,85.99814,10.99813842773439
155,74.99999999999999,85.99814,10.99813842773439
156,74.99999999999999,85.99814,10.99813842773439
157,74.99999999999999,85.99814,10.99813842773439
158,74.99999999999999,85.99814,10.99813842773439
159,56.99999999999999,79.86553,22.865531921386726
160,74.99999999999999,85.99814,10.99813842773439
161,74.99999999999999,85.99814,10.99813842773439
162,107.99999999999999,92.68524,15.314758300781236
163,74.99999999999999,85.99814,10.99813842773439
164,74.99999999999999,85.99814,10.99813842773439
165,74.99999999999999,85.99814,10.99813842773439
166,0.0,79.86553,79.86553192138672
167,107.99999999999999,92.68524,15.314758300781236
168,74.99999999999999,85.99814,10.99813842773439
169,56.99999999999999,79.86553,22.865531921386726
170,94.00000000000001,121.8754,27.87539672851561
171,72.0,112.705894,40.705894470214844
172,94.00000000000001,121.8754,27.87539672851561
173,94.00000000000001,118.89998,24.8999786376953
174,94.00000000000001,121.8754,27.87539672851561
175,94.00000000000001,121.8754,27.87539672851561
176,94.00000000000001,121.8754,27.87539672851561
177,94.00000000000001,121.8754,27.87539672851561
178,94.00000000000001,121.8754,27.87539672851561
179,94.00000000000001,118.89998,24.8999786376953
180,94.00000000000001,118.89998,24.8999786376953
181,94.00000000000001,121.8754,27.87539672851561
182,94.00000000000001,121.8754,27.87539672851561
183,94.00000000000001,118.89998,24.8999786376953
184,94.00000000000001,121.8754,27.87539672851561
185,94.00000000000001,121.8754,27.87539672851561
186,94.00000000000001,121.8754,27.87539672851561
187,94.00000000000001,121.8754,27.87539672851561
188,94.00000000000001,121.8754,27.87539672851561
189,94.00000000000001,121.8754,27.87539672851561
190,138.0,126.03665,11.963348388671875
191,94.00000000000001,121.8754,27.87539672851561
192,94.00000000000001,121.8754,27.87539672851561
193,94.00000000000001,121.8754,27.87539672851561
194,62.0,86.95305,24.953048706054688
195,62.0,86.95305,24.953048706054688
196,0.0,81.759094,81.75909423828125
197,62.0,84.489006,22.48900604248047
198,62.0,84.489006,22.48900604248047
199,62.0,84.489006,22.48900604248047
200,67.99999999999999,97.46722,29.467216491699233
201,62.0,84.489006,22.48900604248047
202,62.0,84.489006,22.48900604248047
203,59.99999999999999,82.2387,22.238700866699226
204,62.0,84.489006,22.48900604248047
205,62.0,84.489006,22.48900604248047
206,62.0,86.95305,24.953048706054688
207,62.0,86.95305,24.953048706054688
208,62.0,84.489006,22.48900604248047
209,62.0,84.489006,22.48900604248047
210,62.0,86.95305,24.953048706054688
211,62.0,86.95305,24.953048706054688
212,62.0,84.489006,22.48900604248047
213,62.0,84.489006,22.48900604248047
214,83.99999999999999,93.92687,9.926872253417983
215,62.0,84.489006,22.48900604248047
216,62.0,84.489006,22.48900604248047
217,62.0,86.95305,24.953048706054688
218,62.0,84.489006,22.48900604248047
219,62.0,86.95305,24.953048706054688
220,0.0,81.759094,81.75909423828125
221,62.0,84.489006,22.48900604248047
222,62.0,86.95305,24.953048706054688
223,62.0,86.95305,24.953048706054688
224,62.0,84.489006,22.48900604248047
225,62.0,83.42029,21.4202880859375
226,84.99999999999999,107.80992,22.80992126464845
227,75.99999999999999,119.93288,43.93287658691408
228,75.99999999999999,119.93288,43.93287658691408
229,80.0,105.88499,25.884986877441406
230,75.99999999999999,112.23389,36.233886718750014
231,67.99999999999999,103.88689,35.8868865966797
232,75.99999999999999,111.36805,35.368049621582045
233,46.0,152.61324,106.61323547363281
234,104.0,131.62352,27.623519897460938
235,75.99999999999999,59.182117,16.817882537841783
236,55.00000000000001,157.50343,102.50343322753906
237,62.0,87.616745,25.616744995117188
238,62.0,94.00168,32.001678466796875
239,83.99999999999999,99.50941,15.509407043457045
240,62.0,99.46466,37.46466064453125
241,62.0,99.46466,37.46466064453125
242,62.0,94.00168,32.001678466796875
243,62.0,90.20651,28.206512451171875
244,62.0,99.46466,37.46466064453125
245,62.0,99.46466,37.46466064453125
246,62.0,94.00168,32.001678466796875
247,62.0,90.20651,28.206512451171875
248,62.0,99.46466,37.46466064453125
249,62.0,94.00168,32.001678466796875
250,62.0,87.616745,25.616744995117188
251,0.0,87.978966,87.97896575927734
252,83.99999999999999,99.50941,15.509407043457045
253,62.0,87.616745,25.616744995117188
254,62.0,94.00168,32.001678466796875
255,62.0,99.46466,37.46466064453125
256,62.0,99.46466,37.46466064453125
257,62.0,94.00168,32.001678466796875
258,62.0,90.20651,28.206512451171875
259,59.99999999999999,87.978966,27.97896575927735
260,62.0,99.46466,37.46466064453125
261,62.0,99.46466,37.46466064453125
262,62.0,99.46466,37.46466064453125
263,62.0,94.00168,32.001678466796875
264,62.0,90.20651,28.206512451171875
265,62.0,90.11314,28.113136291503906
266,62.0,94.00168,32.001678466796875
267,62.0,80.65629,18.656288146972656
268,62.0,94.00168,32.001678466796875
269,62.0,90.20651,28.206512451171875
270,83.99999999999999,100.76161,16.761611938476577
271,67.99999999999999,83.75117,15.751167297363295
272,75.99999999999999,56.379868,19.62013244628905
273,67.99999999999999,113.259834,45.259834289550795
274,75.99999999999999,60.33115,15.668849945068345
275,75.99999999999999,120.671844,44.67184448242189
276,75.99999999999999,127.77522,51.77522277832033
277,75.99999999999999,130.13399,54.13398742675783
278,62.0,99.46466,37.46466064453125
279,62.0,94.00168,32.001678466796875
280,0.0,87.978966,87.97896575927734
281,62.0,87.616745,25.616744995117188
282,62.0,99.46466,37.46466064453125
283,55.00000000000001,107.79148,52.7914810180664
284,62.0,90.20651,28.206512451171875
285,62.0,94.00168,32.001678466796875
286,62.0,99.46466,37.46466064453125
287,75.99999999999999,117.60637,41.6063690185547
288,89.99999999999999,110.87174,20.87174224853517
289,89.99999999999999,111.34134,21.34133911132814
290,89.99999999999999,111.34134,21.34133911132814
291,89.99999999999999,110.87174,20.87174224853517
292,89.99999999999999,110.87174,20.87174224853517
293,89.99999999999999,110.87174,20.87174224853517
294,89.99999999999999,110.87174,20.87174224853517
295,89.99999999999999,110.87174,20.87174224853517
296,89.99999999999999,110.87174,20.87174224853517
297,65.0,105.55352,40.55352020263672
298,89.99999999999999,110.87174,20.87174224853517
299,89.99999999999999,110.87174,20.87174224853517
300,0.0,105.55352,105.55352020263672
301,89.99999999999999,110.87174,20.87174224853517
302,89.99999999999999,110.87174,20.87174224853517
303,89.99999999999999,111.34134,21.34133911132814
304,89.99999999999999,111.34134,21.34133911132814
305,89.99999999999999,110.87174,20.87174224853517
306,89.99999999999999,111.41913,21.419128417968764
307,89.99999999999999,110.87174,20.87174224853517
308,89.99999999999999,111.34134,21.34133911132814
309,65.0,105.55352,40.55352020263672
310,89.99999999999999,98.89986,8.899856567382827
311,89.99999999999999,111.34134,21.34133911132814
312,89.99999999999999,110.87174,20.87174224853517
313,130.0,116.09438,13.905616760253906
314,97.99999999999999,131.21317,33.21316528320314
315,89.99999999999999,110.87174,20.87174224853517
316,0.0,105.55352,105.55352020263672
317,89.99999999999999,106.500854,16.500854492187514
318,89.99999999999999,111.41913,21.419128417968764
319,89.99999999999999,111.34134,21.34133911132814
320,89.99999999999999,110.87174,20.87174224853517
321,97.99999999999999,133.16307,35.16307067871095
322,89.99999999999999,110.87174,20.87174224853517
323,89.99999999999999,110.87174,20.87174224853517
324,89.99999999999999,110.87174,20.87174224853517
325,89.99999999999999,110.87174,20.87174224853517
326,67.99999999999999,109.9729,41.972900390625014
327,84.99999999999999,110.347725,25.347724914550795
328,17.0,114.98673,97.98673248291016
329,84.99999999999999,110.347725,25.347724914550795
330,84.99999999999999,110.347725,25.347724914550795
331,17.0,114.98673,97.98673248291016
332,0.0,95.428764,95.42876434326172
333,75.99999999999999,119.38577,43.38577270507814
334,0.0,157.92642,157.92642211914062
335,0.0,159.37637,159.37637329101562
336,0.0,170.83269,170.8326873779297
337,0.0,136.13402,136.13401794433594
338,0.0,129.51627,129.51626586914062
339,0.0,90.8821,90.8821029663086
340,75.99999999999999,112.911064,36.91106414794923
341,0.0,150.34361,150.34361267089844
342,0.0,90.8821,90.8821029663086
343,94.00000000000001,120.940414,26.940414428710923
344,123.99999999999999,142.83896,18.83895874023439
345,75.99999999999999,118.57209,42.572090148925795
346,94.00000000000001,129.78967,35.789672851562486
347,94.00000000000001,129.78967,35.789672851562486
348,86.00000000000001,114.50252,28.5025177001953
349,63.000000000000014,115.35971,52.35971069335936
350,94.00000000000001,129.78967,35.789672851562486
351,94.00000000000001,129.78967,35.789672851562486
352,94.00000000000001,129.78967,35.789672851562486
353,94.00000000000001,129.78967,35.789672851562486
354,63.000000000000014,115.35971,52.35971069335936
355,94.00000000000001,122.53902,28.5390167236328
356,94.00000000000001,129.78967,35.789672851562486
357,94.00000000000001,129.78967,35.789672851562486
358,94.00000000000001,129.78967,35.789672851562486
359,94.00000000000001,129.78967,35.789672851562486
360,94.00000000000001,129.78967,35.789672851562486
361,94.00000000000001,129.78967,35.789672851562486
362,63.000000000000014,115.35971,52.35971069335936
363,94.00000000000001,129.78967,35.789672851562486
364,94.00000000000001,129.78967,35.789672851562486
365,94.00000000000001,122.53902,28.5390167236328
366,36.0,116.517525,80.51752471923828
367,94.00000000000001,129.78967,35.789672851562486
368,94.00000000000001,129.78967,35.789672851562486
369,86.00000000000001,119.27765,33.277648925781236
370,86.00000000000001,119.27765,33.277648925781236
371,94.00000000000001,129.78967,35.789672851562486
372,86.00000000000001,119.27765,33.277648925781236
373,86.00000000000001,119.27765,33.277648925781236
374,94.00000000000001,121.47286,27.47286224365233
375,94.00000000000001,129.78967,35.789672851562486
376,123.99999999999999,126.61684,2.6168365478515767
377,86.00000000000001,119.27765,33.277648925781236
378,94.00000000000001,129.78967,35.789672851562486
379,94.00000000000001,129.78967,35.789672851562486
380,62.0,96.227104,34.22710418701172
381,0.0,84.21811,84.21810913085938
382,62.0,95.69489,33.69489288330078
383,62.0,89.79104,27.791038513183594
384,62.0,94.05554,32.0555419921875
385,62.0,89.79104,27.791038513183594
386,62.0,89.82685,27.82685089111328
387,62.0,89.82685,27.82685089111328
388,62.0,89.82685,27.82685089111328
389,62.0,89.82685,27.82685089111328
390,62.0,89.88179,27.881790161132812
391,62.0,89.79104,27.791038513183594
392,0.0,84.21811,84.21810913085938
393,62.0,91.73378,29.733779907226562
394,62.0,89.79104,27.791038513183594
395,63.000000000000014,1.1592921,61.84070789813997
396,62.0,89.79104,27.791038513183594
397,59.99999999999999,84.104515,24.1045150756836
398,62.0,96.287476,34.2874755859375
399,62.0,94.05554,32.0555419921875
400,62.0,89.82685,27.82685089111328
401,62.0,89.82685,27.82685089111328
402,62.0,89.79104,27.791038513183594
403,62.0,89.82685,27.82685089111328
404,62.0,95.01574,33.01573944091797
405,62.0,89.82685,27.82685089111328
406,62.0,89.82685,27.82685089111328
407,62.0,96.29413,34.29412841796875
408,62.0,94.05554,32.0555419921875
409,62.0,89.82685,27.82685089111328
410,62.0,89.82685,27.82685089111328
411,62.0,89.82685,27.82685089111328
412,84.99999999999999,117.42872,32.428718566894545
413,0.0,114.87911,114.87911224365234
414,75.99999999999999,125.9081,49.90809631347658
415,0.0,88.77368,88.773681640625
416,58.0,122.93685,64.93685150146484
417,62.0,96.9362,34.93620300292969
418,62.0,96.229744,34.22974395751953
419,62.0,91.64383,29.643829345703125
420,62.0,91.64383,29.643829345703125
421,62.0,96.229744,34.22974395751953
422,62.0,96.9362,34.93620300292969
423,62.0,96.9362,34.93620300292969
424,83.99999999999999,96.96198,12.961982727050795
425,62.0,91.64383,29.643829345703125
426,62.0,91.64383,29.643829345703125
427,62.0,96.9362,34.93620300292969
428,62.0,96.9362,34.93620300292969
429,62.0,91.64383,29.643829345703125
430,62.0,96.229744,34.22974395751953
431,62.0,96.229744,34.22974395751953
432,62.0,94.3469,32.346900939941406
433,59.99999999999999,93.40312,33.403121948242195
434,0.0,91.68608,91.68608093261719
435,62.0,96.9362,34.93620300292969
436,62.0,96.9362,34.93620300292969
437,75.99999999999999,123.072815,47.072814941406264
438,83.99999999999999,97.33571,13.335708618164077
439,62.0,96.229744,34.22974395751953
440,62.0,96.229744,34.22974395751953
441,59.99999999999999,91.68608,31.686080932617195
442,0.0,91.68608,91.68608093261719
443,62.0,96.9362,34.93620300292969
444,62.0,96.9362,34.93620300292969
445,62.0,96.9362,34.93620300292969
446,62.0,96.9362,34.93620300292969
447,62.0,91.64383,29.643829345703125
448,62.0,96.9362,34.93620300292969
449,62.0,96.9362,34.93620300292969
450,62.0,96.9362,34.93620300292969
451,62.0,91.64383,29.643829345703125
452,62.0,96.229744,34.22974395751953
453,83.99999999999999,97.893845,13.893844604492202
454,62.0,94.3469,32.346900939941406
455,62.0,91.64383,29.643829345703125
456,62.0,96.9362,34.93620300292969
457,62.0,96.229744,34.22974395751953
458,62.0,96.229744,34.22974395751953
459,59.99999999999999,91.68608,31.686080932617195
460,62.0,96.9362,34.93620300292969
461,62.0,96.9362,34.93620300292969
462,83.99999999999999,97.42791,13.427909851074233
463,62.0,91.64383,29.643829345703125
464,62.0,96.9362,34.93620300292969
465,84.99999999999999,123.06471,38.06471252441408
466,65.0,101.28213,36.282127380371094
467,74.99999999999999,115.38464,40.384643554687514
468,75.99999999999999,115.88938,39.88938140869142
469,75.99999999999999,128.2619,52.261901855468764
470,75.99999999999999,122.08516,46.08515930175783
471,68.99999999999999,130.06511,61.0651092529297
472,55.00000000000001,119.06129,64.06128692626953
473,0.0,121.51299,121.51299285888672
474,0.0,125.87561,125.8756103515625
475,65.0,109.344345,44.34434509277344
476,0.0,117.12637,117.12637329101562
477,0.0,125.92075,125.9207534790039
478,90.99999999999999,124.97704,33.97704315185548
479,88.0,107.12239,19.122390747070312
480,88.0,104.51335,16.513351440429688
481,65.0,102.624954,37.62495422363281
482,0.0,27.37546,27.375459671020508
483,75.99999999999999,123.72593,47.72592926025392
484,58.0,110.165855,52.165855407714844
485,75.99999999999999,136.16318,60.16317749023439
486,105.99999999999999,139.56601,33.56600952148439
487,75.99999999999999,117.87882,41.87882232666017
488,46.0,159.36078,113.36077880859375
489,65.0,102.624954,37.62495422363281
490,75.99999999999999,117.04223,41.04222869873048
491,55.00000000000001,161.46811,106.46810913085938
492,75.99999999999999,129.27171,53.27171325683595
493,55.00000000000001,118.94205,63.94204711914062
494,36.0,90.392815,54.39281463623047
495,67.99999999999999,113.667534,45.66753387451173
496,74.99999999999999,136.22467,61.224670410156264
497,63.000000000000014,127.207054,64.20705413818358
498,63.000000000000014,127.207054,64.20705413818358
499,67.99999999999999,68.06803,0.06803131103517046
500,74.99999999999999,135.25766,60.25765991210939
501,89.0,135.85854,46.85853576660156
502,72.0,122.39725,50.397247314453125
503,94.00000000000001,132.79211,38.792114257812486
504,94.00000000000001,132.79211,38.792114257812486
505,75.99999999999999,129.72858,53.728576660156264
506,94.00000000000001,127.98002,33.98001861572264
507,94.00000000000001,127.98002,33.98001861572264
508,94.00000000000001,132.79211,38.792114257812486
509,94.00000000000001,132.79211,38.792114257812486
510,94.00000000000001,132.79211,38.792114257812486
511,84.99999999999999,129.72858,44.728576660156264
512,138.0,133.93054,4.0694580078125
513,94.00000000000001,132.79211,38.792114257812486
514,94.00000000000001,161.28487,67.2848663330078
515,94.00000000000001,132.79211,38.792114257812486
516,94.00000000000001,127.98002,33.98001861572264
517,94.00000000000001,132.79211,38.792114257812486
518,72.0,116.258026,44.258026123046875
519,94.00000000000001,132.79211,38.792114257812486
520,94.00000000000001,161.28487,67.2848663330078
521,94.00000000000001,127.98002,33.98001861572264
522,94.00000000000001,132.79211,38.792114257812486
523,94.00000000000001,132.79211,38.792114257812486
524,80.0,137.11526,57.115264892578125
525,72.0,122.39725,50.397247314453125
526,94.00000000000001,132.79211,38.792114257812486
527,94.00000000000001,132.79211,38.792114257812486
528,94.00000000000001,161.28487,67.2848663330078
529,94.00000000000001,127.98002,33.98001861572264
530,94.00000000000001,127.98002,33.98001861572264
531,36.0,140.39561,104.39561462402344
532,75.99999999999999,121.52566,45.52565765380861
533,75.99999999999999,106.45141,30.451408386230483
534,0.0,105.455666,105.4556655883789
535,75.99999999999999,143.31142,67.31141662597658
536,0.0,78.18811,78.1881103515625
537,74.99999999999999,167.80446,92.80445861816408
538,0.0,64.03955,64.03955078125
539,74.99999999999999,130.64574,55.64573669433595
